epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
88,129.096,0.60068,0.35955,0.8565,0.98895,0.99541,0.99398,0.79696,0.61012,0.32693,0.77498,0.0001387,0.0001387,0.0001387
89,130.514,0.58804,0.35422,0.84114,0.98951,0.99409,0.994,0.79975,0.60673,0.32456,0.77599,0.0001288,0.0001288,0.0001288
90,131.998,0.57762,0.35256,0.85008,0.98946,0.99455,0.99418,0.79228,0.61276,0.32457,0.77639,0.0001189,0.0001189,0.0001189
91,150.347,0.58592,0.35197,0.81122,0.98999,0.99572,0.99455,0.79323,0.61612,0.33255,0.77432,0.000109,0.000109,0.000109
92,151.779,0.59132,0.35514,0.80209,0.99069,0.99689,0.9947,0.79405,0.61513,0.33132,0.77396,9.91e-05,9.91e-05,9.91e-05
93,153.206,0.58723,0.34404,0.80127,0.99028,0.99621,0.9942,0.79155,0.61389,0.32618,0.77249,8.92e-05,8.92e-05,8.92e-05
94,154.645,0.58002,0.3412,0.79606,0.98945,0.9958,0.99463,0.79211,0.6117,0.32399,0.77293,7.93e-05,7.93e-05,7.93e-05
95,156.075,0.57541,0.34042,0.80178,0.98848,0.99556,0.99442,0.79258,0.6092,0.3238,0.77415,6.94e-05,6.94e-05,6.94e-05
96,157.642,0.57041,0.33634,0.80106,0.98942,0.99579,0.99459,0.79592,0.60704,0.32214,0.77494,5.95e-05,5.95e-05,5.95e-05
97,159.05,0.5661,0.33424,0.80234,0.98947,0.9958,0.99462,0.79748,0.60687,0.3231,0.77444,4.96e-05,4.96e-05,4.96e-05
98,160.468,0.55924,0.33109,0.80034,0.98883,0.99573,0.99453,0.79707,0.60628,0.32445,0.7742,3.97e-05,3.97e-05,3.97e-05
99,161.921,0.55938,0.32874,0.80655,0.98927,0.99613,0.99459,0.79864,0.60437,0.32202,0.77406,2.98e-05,2.98e-05,2.98e-05
100,163.361,0.56775,0.33357,0.80512,0.98931,0.99579,0.99458,0.79755,0.60289,0.32199,0.7736,1.99e-05,1.99e-05,1.99e-05
