epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
127,230.614,0.55364,0.30785,0.8433,0.99043,0.99525,0.99436,0.81935,0.57538,0.29081,0.80257,0.0005842,0.0005842,0.0005842
128,232.426,0.56421,0.31457,0.83343,0.99014,0.99583,0.99441,0.82539,0.56715,0.2904,0.80032,0.0005809,0.0005809,0.0005809
129,234.222,0.56924,0.31154,0.84518,0.9907,0.99458,0.99427,0.81497,0.59076,0.30557,0.80659,0.0005776,0.0005776,0.0005776
130,235.994,0.56178,0.31266,0.84286,0.99048,0.99497,0.99428,0.82153,0.57095,0.2948,0.80033,0.0005743,0.0005743,0.0005743
131,237.829,0.55779,0.30911,0.842,0.99102,0.99667,0.99442,0.82071,0.56923,0.28571,0.80301,0.000571,0.000571,0.000571
132,239.607,0.5574,0.30765,0.83747,0.9901,0.99583,0.99442,0.82691,0.5725,0.28171,0.80066,0.0005677,0.0005677,0.0005677
133,241.384,0.5749,0.31245,0.85281,0.98899,0.99667,0.99434,0.8258,0.5788,0.29012,0.80108,0.0005644,0.0005644,0.0005644
134,243.155,0.5633,0.31014,0.84688,0.98613,0.99474,0.99401,0.82262,0.58566,0.29523,0.80575,0.0005611,0.0005611,0.0005611
135,244.944,0.57022,0.31245,0.84289,0.98629,0.99417,0.99416,0.82305,0.56923,0.2968,0.80124,0.0005578,0.0005578,0.0005578
136,246.77,0.55728,0.31032,0.84213,0.98795,0.99497,0.99424,0.82422,0.56548,0.29501,0.79789,0.0005545,0.0005545,0.0005545
137,248.601,0.55551,0.30841,0.83864,0.98551,0.99542,0.99403,0.82215,0.57808,0.2969,0.8002,0.0005512,0.0005512,0.0005512
138,250.435,0.56119,0.30901,0.84838,0.98821,0.99528,0.99427,0.82805,0.56407,0.28775,0.79736,0.0005479,0.0005479,0.0005479
139,252.281,0.55304,0.30827,0.84283,0.9895,0.99294,0.9942,0.82398,0.57596,0.29584,0.79725,0.0005446,0.0005446,0.0005446
140,254.159,0.55581,0.3048,0.83909,0.98783,0.99412,0.99418,0.82602,0.56266,0.2871,0.79748,0.0005413,0.0005413,0.0005413
141,255.978,0.56066,0.30763,0.83486,0.98786,0.99628,0.99436,0.82714,0.55724,0.29012,0.79654,0.000538,0.000538,0.000538
142,257.821,0.5388,0.29671,0.83848,0.99059,0.99281,0.99456,0.82512,0.57249,0.29324,0.79988,0.0005347,0.0005347,0.0005347
143,259.676,0.55064,0.302,0.83943,0.99122,0.99644,0.99436,0.83012,0.56866,0.28729,0.80008,0.0005314,0.0005314,0.0005314
144,261.478,0.53253,0.29892,0.83769,0.98974,0.99625,0.99433,0.83243,0.56568,0.28048,0.80195,0.0005281,0.0005281,0.0005281
145,263.416,0.55714,0.30769,0.84359,0.99011,0.99583,0.9943,0.82801,0.57445,0.29824,0.79929,0.0005248,0.0005248,0.0005248
146,265.262,0.56255,0.30551,0.84205,0.98951,0.99488,0.99473,0.82328,0.56556,0.28268,0.80135,0.0005215,0.0005215,0.0005215
147,267.074,0.58003,0.30914,0.8531,0.98943,0.99666,0.99438,0.82358,0.58493,0.29644,0.80236,0.0005182,0.0005182,0.0005182
148,268.821,0.54895,0.30108,0.84163,0.99185,0.99199,0.99423,0.82927,0.57682,0.29126,0.79809,0.0005149,0.0005149,0.0005149
149,270.56,0.55894,0.31011,0.84337,0.98988,0.99583,0.99441,0.82995,0.57113,0.28984,0.7956,0.0005116,0.0005116,0.0005116
150,272.3,0.55055,0.30242,0.83895,0.98919,0.99667,0.99426,0.82625,0.56436,0.29079,0.79573,0.0005083,0.0005083,0.0005083
151,274.058,0.52987,0.29135,0.83856,0.98895,0.99583,0.99414,0.82809,0.5596,0.28733,0.79574,0.000505,0.000505,0.000505
152,275.822,0.54935,0.3042,0.84172,0.98925,0.99618,0.9942,0.82754,0.56882,0.28559,0.79848,0.0005017,0.0005017,0.0005017
153,277.578,0.53802,0.29503,0.83392,0.98929,0.99478,0.99431,0.82852,0.56304,0.28431,0.79708,0.0004984,0.0004984,0.0004984
154,279.345,0.54427,0.30125,0.84008,0.99113,0.99518,0.99437,0.83021,0.55213,0.28257,0.79548,0.0004951,0.0004951,0.0004951
155,281.169,0.55662,0.2978,0.83757,0.99161,0.99542,0.99434,0.82666,0.56473,0.28753,0.79779,0.0004918,0.0004918,0.0004918
156,282.931,0.54741,0.29852,0.83851,0.99107,0.99625,0.99432,0.8216,0.57995,0.29165,0.79767,0.0004885,0.0004885,0.0004885
157,284.693,0.56454,0.30127,0.84322,0.99121,0.99625,0.99428,0.83148,0.55801,0.27791,0.79479,0.0004852,0.0004852,0.0004852
158,286.441,0.54032,0.29266,0.83159,0.9911,0.99482,0.99427,0.82639,0.56527,0.28547,0.79538,0.0004819,0.0004819,0.0004819
159,288.224,0.53733,0.29821,0.84124,0.99089,0.99579,0.9943,0.82999,0.55877,0.28431,0.79597,0.0004786,0.0004786,0.0004786
160,290.025,0.54762,0.31204,0.83838,0.99074,0.99588,0.99422,0.82663,0.57166,0.29096,0.79624,0.0004753,0.0004753,0.0004753
161,291.774,0.54243,0.29774,0.838,0.98889,0.99504,0.9941,0.82391,0.57283,0.29136,0.79582,0.000472,0.000472,0.000472
162,293.531,0.54683,0.29853,0.84354,0.98793,0.99292,0.99431,0.82641,0.56411,0.28451,0.79777,0.0004687,0.0004687,0.0004687
163,295.302,0.54268,0.29655,0.8365,0.98993,0.99667,0.99441,0.82563,0.56889,0.29276,0.79846,0.0004654,0.0004654,0.0004654
164,297.087,0.54158,0.29997,0.83665,0.98966,0.99673,0.99437,0.82815,0.56045,0.27938,0.80028,0.0004621,0.0004621,0.0004621
165,298.893,0.53246,0.28834,0.83426,0.99046,0.99531,0.9944,0.83478,0.55144,0.27171,0.7993,0.0004588,0.0004588,0.0004588
166,300.704,0.53726,0.29248,0.83606,0.99085,0.99652,0.99439,0.83142,0.55884,0.27542,0.79867,0.0004555,0.0004555,0.0004555
167,302.458,0.53687,0.2929,0.83657,0.99113,0.99667,0.99442,0.83305,0.56199,0.27536,0.79856,0.0004522,0.0004522,0.0004522
168,304.239,0.53353,0.28911,0.83711,0.99134,0.99581,0.99442,0.83624,0.54791,0.27306,0.79681,0.0004489,0.0004489,0.0004489
169,306.012,0.5424,0.28993,0.83515,0.99054,0.99625,0.99438,0.83217,0.56124,0.27907,0.79506,0.0004456,0.0004456,0.0004456
170,307.803,0.53707,0.29242,0.83521,0.98887,0.99724,0.99436,0.82744,0.56365,0.2792,0.79736,0.0004423,0.0004423,0.0004423
171,309.546,0.52098,0.2892,0.83079,0.98908,0.99625,0.99435,0.83182,0.54763,0.27798,0.79611,0.000439,0.000439,0.000439
172,311.305,0.55242,0.29592,0.84019,0.98996,0.99522,0.99434,0.83661,0.57789,0.28766,0.79986,0.0004357,0.0004357,0.0004357
173,313.061,0.53323,0.29232,0.83549,0.98957,0.99567,0.9943,0.83223,0.55116,0.27255,0.79772,0.0004324,0.0004324,0.0004324
174,314.816,0.51705,0.2844,0.83493,0.98923,0.99667,0.99419,0.83186,0.55565,0.27833,0.79633,0.0004291,0.0004291,0.0004291
